id,title,language,category,section,text
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,نظرة عامة,تشمل مشكلات تثبيت البرامج فشل عملية التثبيت، وتعطل التطبيقات، وأخطاء الترخيص، وفشل التحديثات، أو فقدان المتطلبات اللازمة لتشغيل التطبيق.
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,المشكلات الشائعة,"فشل تثبيت البرنامج
التطبيق لا يفتح
فشل تفعيل الترخيص
فشل تحديث البرنامج
عدم توفر صلاحيات كافية
تعطل التطبيق بعد التشغيل
تلف ملفات التثبيت
عدم توفر المتطلبات اللازمة"
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,الأعراض,"إغلاق نافذة التثبيت بشكل مفاجئ
ظهور رسالة خطأ أثناء التثبيت
تعطل التطبيق مباشرة بعد التشغيل
خطأ في الترخيص
فقدان ملفات DLL
توقف التحديث"
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,الأسباب المحتملة,"عدم توفر صلاحيات المسؤول
ملفات تثبيت تالفة
منع برنامج مكافحة الفيروسات للتثبيت
عدم توافق مع نظام التشغيل
عدم تثبيت المتطلبات الأساسية
امتلاء مساحة التخزين
انقطاع اتصال الإنترنت"
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,خطوات استكشاف المشكلة,"شغّل ملف التثبيت كمسؤول (Run as Administrator).
تحقق من توفر مساحة كافية على القرص.
أعد تنزيل ملف التثبيت إذا كان تالفًا.
عطّل برنامج مكافحة الفيروسات مؤقتًا إذا سمح قسم تقنية المعلومات بذلك.
ثبّت جميع المتطلبات الأساسية.
أعد تشغيل الجهاز بعد انتهاء التثبيت.
تواصل مع قسم الدعم الفني إذا استمرت المشكلة."
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,أفضل الممارسات,"قم بتثبيت البرامج من مصادر معتمدة فقط.
حافظ على تحديث التطبيقات.
لا تثبت برامج غير مصرح بها.
تحقق من صلاحية الترخيص.
أعد تشغيل الجهاز بعد تثبيت البرامج المهمة."
tech_software_installation,تثبيت البرامج ومشكلات التطبيقات,ar,technical,الأسئلة الشائعة,"{'question': 'فشل تثبيت البرنامج، ماذا أفعل؟', 'answer': 'شغّل ملف التثبيت كمسؤول وتأكد من تثبيت جميع المتطلبات الأساسية.'}
{'question': 'التطبيق يتعطل بعد تشغيله.', 'answer': 'حدّث التطبيق أو أعد تثبيته إذا لزم الأمر.'}
{'question': 'لا يمكن تفعيل الترخيص.', 'answer': 'تحقق من مفتاح الترخيص أو تواصل مع مسؤول تقنية المعلومات.'}"
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,نظرة عامة,يتيح VPN للموظفين الوصول الآمن إلى موارد الشركة من خارج المكتب. تشمل المشكلات الشائعة فشل الاتصال، أو أخطاء المصادقة، أو انقطاع الاتصال بشكل متكرر.
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,المشكلات الشائعة,"تعذر الاتصال بالـ VPN
انقطاع الاتصال بشكل متكرر
فشل المصادقة
انتهاء مهلة الاتصال
بطء الاتصال
الاتصال بالـ VPN دون الوصول إلى موارد الشركة"
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,الأعراض,"فشل تسجيل الدخول إلى VPN
انتهاء مهلة الاتصال
عدم الوصول إلى أنظمة الشركة
انقطاع الاتصال كل بضع دقائق
عدم القدرة على الوصول إلى الموارد الداخلية"
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,الأسباب المحتملة,"اسم مستخدم أو كلمة مرور غير صحيحة
ضعف اتصال الإنترنت
انتهاء صلاحية شهادة VPN
قيود من جدار الحماية
تعطل خادم VPN
مشكلة في إعدادات DNS"
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,خطوات استكشاف المشكلة,"تحقق من اتصال الإنترنت.
أعد تشغيل تطبيق VPN.
تأكد من اسم المستخدم وكلمة المرور.
أعد المحاولة بعد بضع دقائق.
حدّث تطبيق VPN إلى أحدث إصدار.
أعد تشغيل الجهاز.
تواصل مع قسم تقنية المعلومات إذا استمرت المشكلة."
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,أفضل الممارسات,"احرص على تحديث تطبيق VPN باستمرار.
افصل اتصال VPN عند الانتهاء من العمل.
فعّل التحقق متعدد العوامل (MFA).
لا تشارك بيانات تسجيل الدخول الخاصة بالـ VPN."
tech_vpn,الاتصال بالـ VPN واستكشاف المشكلات,ar,technical,الأسئلة الشائعة,"{'question': 'ينقطع اتصال VPN كل بضع دقائق، ماذا أفعل؟', 'answer': 'تحقق من اتصال الإنترنت وأعد تشغيل تطبيق VPN.'}
{'question': 'ظهرت رسالة فشل المصادقة.', 'answer': 'تأكد من اسم المستخدم وكلمة المرور ورمز التحقق.'}
{'question': 'لا أستطيع الوصول إلى أنظمة الشركة.', 'answer': 'أعد الاتصال بالـ VPN وتحقق من حالة الشبكة.'}"
tech_password_access,Password Reset and Account Access,en,technical,Overview,"Account access issues are among the most common IT support requests. They may involve forgotten passwords, locked accounts, authentication failures, password expiration, or multi-factor authentication (MFA) problems."
tech_password_access,Password Reset and Account Access,en,technical,Common Issues,"Forgotten password
Account locked
Incorrect username or password
Password expired
Login loop
MFA code not received
OTP expired
Account disabled"
tech_password_access,Password Reset and Account Access,en,technical,Symptoms,"Unable to log in
Invalid credentials
Account locked
Authentication failed
MFA timeout
Login page refreshes continuously"
tech_password_access,Password Reset and Account Access,en,technical,Possible Causes,"Incorrect password
Password expiration
Too many failed login attempts
Disabled account
Network issues
Identity provider unavailable
MFA device not synchronized"
tech_password_access,Password Reset and Account Access,en,technical,Troubleshooting,"Verify your username.
Reset your password.
Clear browser cache and cookies.
Check your internet connection.
Verify your MFA device.
Wait a few minutes if your account has been temporarily locked.
Contact the IT Administrator if the issue persists."
tech_password_access,Password Reset and Account Access,en,technical,Best Practices,"Use a strong and unique password.
Never share your password.
Enable multi-factor authentication (MFA).
Keep your recovery information up to date."
tech_password_access,Password Reset and Account Access,en,technical,FAQ,"{'question': 'I forgot my password.', 'answer': 'Use the password reset portal or contact the IT Help Desk.'}
{'question': 'My account is locked.', 'answer': 'Wait until the lockout period ends or ask your IT Administrator to unlock your account.'}
{'question': ""I didn't receive the MFA code."", 'answer': 'Check your internet connection and verify that your registered MFA device is working correctly.'}"
tech_email_issues,Email Issues and Troubleshooting,en,technical,Overview,"Email issues may include problems sending or receiving messages, mailbox synchronization failures, authentication errors, delayed emails, missing attachments, or mailbox storage limitations."
tech_email_issues,Email Issues and Troubleshooting,en,technical,Common Issues,"Unable to send emails
Unable to receive emails
Mailbox full
Email synchronization failed
Outlook not opening
Email attachment cannot be downloaded
Emails going to spam
Delayed email delivery"
tech_email_issues,Email Issues and Troubleshooting,en,technical,Symptoms,"Emails remain in Outbox
No new emails received
Outlook repeatedly asks for password
Synchronization error
Attachment download failed
Mailbox storage warning"
tech_email_issues,Email Issues and Troubleshooting,en,technical,Possible Causes,"Internet connection problems
Incorrect account credentials
Mailbox storage limit reached
Mail server outage
Outdated Outlook application
Corrupted Outlook profile
Firewall or antivirus blocking email"
tech_email_issues,Email Issues and Troubleshooting,en,technical,Troubleshooting,"Verify your internet connection.
Restart Outlook or your email client.
Check your username and password.
Free mailbox storage if it is full.
Verify mail server status.
Update Outlook to the latest version.
Restart your computer.
Contact IT Support if the problem persists."
tech_email_issues,Email Issues and Troubleshooting,en,technical,Best Practices,"Archive old emails regularly.
Keep your mailbox below the storage limit.
Avoid opening suspicious attachments.
Enable multi-factor authentication.
Update your email application regularly."
tech_email_issues,Email Issues and Troubleshooting,en,technical,FAQ,"{'question': 'I cannot send emails.', 'answer': 'Verify your internet connection, mailbox quota, and SMTP settings.'}
{'question': 'Why am I not receiving emails?', 'answer': 'Check your spam folder, mailbox storage, and synchronization status.'}
{'question': 'Outlook keeps asking for my password.', 'answer': 'Verify your credentials or contact IT to reset your account.'}"
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Overview,"Multi-Factor Authentication (MFA) provides an additional layer of security by requiring a second verification step during login. Users may experience issues receiving verification codes, approving authentication requests, or using authentication applications."
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Common Issues,"Verification code not received
Authentication request expired
Authenticator app not generating codes
SMS verification failed
Time synchronization issue
Lost registered device
Unable to complete verification
Authentication request rejected"
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Symptoms,"Cannot complete login
Verification timeout
Invalid verification code
Authentication request not received
Repeated verification failures
Authentication application unavailable"
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Possible Causes,"No internet connection
Incorrect device time
Lost or replaced mobile device
Authenticator application malfunction
SMS delivery delay
Server synchronization issues
Incorrect account configuration"
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Troubleshooting,"Verify your internet connection.
Ensure your mobile device time is set automatically.
Restart the authentication application.
Request a new verification code.
Verify your registered authentication method.
Use backup codes if available.
Contact IT Support if MFA cannot be completed."
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,Best Practices,"Enable MFA for all accounts.
Keep backup authentication methods available.
Store backup recovery codes securely.
Never share verification codes.
Update your registered phone number when it changes."
tech_mfa,Multi-Factor Authentication (MFA) Issues,en,technical,FAQ,"{'question': ""I didn't receive the verification code."", 'answer': 'Request a new code and verify your internet or mobile connection.'}
{'question': 'I lost my authentication device.', 'answer': 'Contact IT Support to reset your MFA registration.'}
{'question': 'The authenticator app shows an invalid code.', 'answer': 'Ensure your device time is synchronized automatically.'}"
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Overview,"Printer issues may include printing failures, paper jams, offline printers, connection problems, driver errors, or scanning failures."
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Common Issues,"Printer offline
Unable to print
Paper jam
Printer queue stuck
Scanner not working
Printer driver missing
Poor print quality
Network printer unavailable"
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Symptoms,"Printer does not respond
Printing stops unexpectedly
Blank pages
Error message displayed
Scanner cannot be detected
Jobs remain in print queue"
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Possible Causes,"Printer is powered off
Network connection problem
Paper jam
Outdated printer driver
Low ink or toner
Disconnected USB cable
Print spooler service failure"
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Troubleshooting,"Ensure the printer is powered on.
Check the network or USB connection.
Clear the print queue.
Remove any paper jam.
Restart the printer.
Update or reinstall the printer driver.
Restart your computer.
Contact IT Support if the issue persists."
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,Best Practices,"Keep printer drivers updated.
Use genuine ink or toner.
Avoid overloading paper trays.
Restart printers periodically.
Report recurring printer errors."
tech_printer_issues,Printer Issues and Troubleshooting,en,technical,FAQ,"{'question': 'Why is my printer offline?', 'answer': 'Check the network connection and restart the printer.'}
{'question': 'My print jobs are stuck.', 'answer': 'Clear the print queue and restart the Print Spooler service.'}
{'question': 'The printer prints blank pages.', 'answer': 'Check ink or toner levels and verify the printer driver.'}"
tech_software_installation,Software Installation and Application Issues,en,technical,Overview,"Software installation issues include failed installations, application crashes, licensing problems, update failures, or missing application dependencies."
tech_software_installation,Software Installation and Application Issues,en,technical,Common Issues,"Installation failed
Application not opening
License activation failed
Software update failed
Missing required permissions
Application crashes after launch
Corrupted installation
Missing dependencies"
tech_software_installation,Software Installation and Application Issues,en,technical,Symptoms,"Setup wizard closes unexpectedly
Error during installation
Application crashes immediately
License error
Missing DLL files
Update stuck"
tech_software_installation,Software Installation and Application Issues,en,technical,Possible Causes,"Insufficient permissions
Corrupted installer
Antivirus blocking installation
Operating system incompatibility
Missing prerequisites
Disk storage is full
Network interruption"
tech_software_installation,Software Installation and Application Issues,en,technical,Troubleshooting,"Run the installer as Administrator.
Verify available disk space.
Download the installer again if corrupted.
Temporarily disable antivirus if approved by IT.
Install all required dependencies.
Restart the computer after installation.
Contact IT Support if installation continues to fail."
tech_software_installation,Software Installation and Application Issues,en,technical,Best Practices,"Install software only from approved sources.
Keep applications updated.
Avoid installing unauthorized software.
Always verify software licenses.
Restart the device after major installations."
tech_software_installation,Software Installation and Application Issues,en,technical,FAQ,"{'question': 'The installation failed. What should I do?', 'answer': 'Run the installer as Administrator and verify that all prerequisites are installed.'}
{'question': 'The application crashes after opening.', 'answer': 'Update the application and reinstall it if necessary.'}
{'question': 'The license cannot be activated.', 'answer': 'Verify your license key or contact the IT Administrator.'}"
tech_vpn,VPN Connection and Troubleshooting,en,technical,Overview,"A Virtual Private Network (VPN) allows employees to securely access company resources from remote locations. VPN issues usually involve connection failures, authentication errors, or unstable connectivity."
tech_vpn,VPN Connection and Troubleshooting,en,technical,Common Issues,"Unable to connect to VPN
VPN disconnects frequently
Authentication failed
VPN timeout
Slow VPN connection
VPN connected but no internet access"
tech_vpn,VPN Connection and Troubleshooting,en,technical,Symptoms,"VPN login fails
Connection timeout
Remote resources cannot be accessed
VPN disconnects every few minutes
Unable to reach company systems"
tech_vpn,VPN Connection and Troubleshooting,en,technical,Possible Causes,"Incorrect username or password
Internet connection problems
Expired VPN certificate
Firewall restrictions
VPN server outage
DNS configuration issues"
tech_vpn,VPN Connection and Troubleshooting,en,technical,Troubleshooting,"Verify your internet connection.
Restart the VPN client.
Check your username and password.
Reconnect after a few minutes.
Update the VPN application.
Restart your computer.
Contact IT if the problem continues."
tech_vpn,VPN Connection and Troubleshooting,en,technical,Best Practices,"Keep the VPN client updated.
Always disconnect the VPN when not in use.
Use MFA whenever available.
Do not share VPN credentials."
tech_vpn,VPN Connection and Troubleshooting,en,technical,FAQ,"{'question': 'My VPN disconnects every few minutes.', 'answer': 'Check your internet connection and restart the VPN client.'}
{'question': 'Authentication failed.', 'answer': 'Verify your username, password, and MFA.'}
{'question': 'I cannot access company resources.', 'answer': 'Reconnect to the VPN and verify your network connectivity.'}"
